Survived,Pclass,Age,SibSp,Parch,Fare,female,male,C,Q,S
0.0,2,30.0,0,0,2.6390573296152584,0,1,0,0,1
0.0,3,10.0,0,2,3.224857896545748,1,0,0,0,1
0.0,3,29.881137667304014,0,0,2.1855792552411137,0,1,1,0,0
0.0,3,21.0,0,0,2.167143305297764,0,1,0,1,0
0.0,3,29.0,0,0,2.1832383353614797,0,1,0,0,1
0.0,3,28.0,1,1,2.7343675094195836,1,0,0,0,1
0.0,3,18.0,1,1,3.0545906305603445,0,1,0,0,1
0.0,3,29.881137667304014,0,0,2.1102132003465894,0,1,0,0,1
1.0,2,28.0,1,0,3.295836866004329,1,0,0,0,1
1.0,2,19.0,0,0,3.295836866004329,1,0,0,0,1
0.0,3,29.881137667304014,0,0,2.169053700369523,0,1,0,1,0
1.0,3,32.0,0,0,2.2027647577118348,0,1,0,0,1
1.0,1,28.0,0,0,3.3160025355989236,0,1,0,0,1
1.0,3,29.881137667304014,1,0,2.8390784635086144,1,0,0,0,1
1.0,2,42.0,1,0,3.295836866004329,1,0,0,0,1
0.0,3,17.0,0,0,2.094945728215801,0,1,0,0,1
0.0,1,50.0,1,0,4.041295341132285,0,1,0,0,1
1.0,1,14.0,1,2,4.795790545596741,1,0,0,0,1
0.0,3,21.0,2,2,3.5660053559634015,1,0,0,0,1
1.0,2,24.0,2,3,2.9831534913471307,1,0,0,0,1
0.0,1,64.0,1,4,5.575949103146316,0,1,0,0,1
0.0,2,31.0,0,0,2.4423470353692043,0,1,0,0,1
1.0,2,45.0,1,1,3.305053521109253,1,0,0,0,1
0.0,3,20.0,0,0,2.3513752571634776,0,1,0,0,1
0.0,3,25.0,1,0,2.1719067693519296,0,1,0,0,1
1.0,2,28.0,0,0,2.6390573296152584,1,0,0,0,1
1.0,3,29.881137667304014,0,0,2.2096470973347766,0,1,0,0,1
1.0,1,4.0,0,2,4.417131919904876,0,1,0,0,1
1.0,2,13.0,0,1,3.0204248861443626,1,0,0,0,1
1.0,1,34.0,0,0,3.3160025355989236,0,1,0,0,1
1.0,3,5.0,2,1,3.0085645861193133,1,0,1,0,0
1.0,1,52.0,0,0,3.449987545831587,0,1,0,0,1
0.0,2,36.0,1,2,3.3586377672433594,0,1,0,0,1
0.0,3,29.881137667304014,1,0,3.0429354648621407,0,1,0,0,1
0.0,1,30.0,0,0,3.3586377672433594,0,1,1,0,0
1.0,1,49.0,1,0,4.500966778400217,0,1,1,0,0
0.0,3,29.881137667304014,0,0,2.2027647577118348,0,1,0,0,1
1.0,3,29.0,0,0,2.1855792552411137,0,1,1,0,0
0.0,1,65.0,0,0,3.3160025355989236,0,1,0,0,1
1.0,1,29.881137667304014,1,0,3.967694202798607,1,0,0,0,1
1.0,2,50.0,0,0,2.4423470353692043,1,0,0,0,1
0.0,3,29.881137667304014,0,0,2.169053700369523,0,1,0,1,0
1.0,1,48.0,0,0,3.3160025355989236,0,1,0,0,1
0.0,3,34.0,0,0,2.2027647577118348,0,1,0,0,1
0.0,1,47.0,0,0,3.676300671907076,0,1,0,0,1
0.0,2,48.0,0,0,2.6390573296152584,0,1,0,0,1
0.0,3,29.881137667304014,0,0,2.2027647577118348,0,1,0,0,1
0.0,3,38.0,0,0,2.0856720914304723,0,1,0,0,1
0.0,2,29.881137667304014,0,0,0.0,0,1,0,0,1
0.0,1,56.0,0,0,3.3160025355989236,0,1,0,0,1
0.0,3,29.881137667304014,0,0,2.1661924680884908,0,1,0,1,0
1.0,3,0.75,2,1,3.0085645861193133,1,0,1,0,0
0.0,3,29.881137667304014,0,0,2.1102132003465894,0,1,0,0,1
0.0,3,38.0,0,0,2.2682524139135403,0,1,0,0,1
1.0,2,33.0,1,2,3.3586377672433594,1,0,0,0,1
1.0,2,23.0,0,0,2.694066212646058,1,0,1,0,0
0.0,3,22.0,0,0,2.3830123421066602,1,0,0,0,1
0.0,1,29.881137667304014,0,0,3.970291913552122,0,1,0,0,1
0.0,2,34.0,1,0,3.091042453358316,0,1,0,0,1
0.0,3,29.0,1,0,2.0851502161468174,0,1,0,0,1
0.0,3,22.0,0,0,2.142510233146819,0,1,0,0,1
1.0,3,2.0,0,1,2.586823743668066,1,0,0,0,1
0.0,3,9.0,5,2,3.8691155044168695,0,1,0,0,1
0.0,2,29.881137667304014,0,0,0.0,0,1,0,0,1
0.0,3,50.0,0,0,2.2027647577118348,0,1,0,0,1
1.0,3,63.0,0,0,2.3596740599781727,1,0,0,0,1
1.0,1,25.0,1,0,4.5226490762785785,0,1,1,0,0
0.0,3,29.881137667304014,3,1,3.275887339030031,1,0,0,0,1
1.0,1,35.0,1,0,4.51085950651685,1,0,0,0,1
0.0,1,58.0,0,0,3.4242626545931514,0,1,1,0,0
0.0,3,30.0,0,0,2.2027647577118348,0,1,0,0,1
1.0,3,9.0,1,1,2.8273136219290276,0,1,0,0,1
0.0,3,29.881137667304014,1,0,3.0429354648621407,0,1,0,0,1
0.0,3,21.0,0,0,2.1102132003465894,0,1,0,0,1
0.0,1,55.0,0,0,3.449987545831587,0,1,0,0,1
0.0,1,71.0,0,0,3.922056501139853,0,1,1,0,0
0.0,3,21.0,0,0,2.2027647577118348,0,1,0,0,1
0.0,3,29.881137667304014,0,0,2.738146075922933,0,1,1,0,0
1.0,1,54.0,1,0,4.37281811610993,1,0,1,0,0
0.0,3,29.881137667304014,0,0,2.7788192719904172,0,1,0,0,1
0.0,1,25.0,1,2,5.027492411162679,1,0,0,0,1
0.0,3,24.0,0,0,2.174274334826008,0,1,0,0,1
0.0,3,17.0,0,0,2.2682524139135403,0,1,0,0,1
0.0,3,21.0,0,0,2.169053700369523,1,0,0,1,0
0.0,3,29.881137667304014,0,0,2.155151800914312,1,0,0,1,0
0.0,3,37.0,0,0,2.3596740599781727,1,0,0,0,1
1.0,1,16.0,0,0,4.471638793363569,1,0,0,0,1
0.0,1,18.0,1,0,4.699570861409576,0,1,1,0,0
1.0,2,33.0,0,2,3.295836866004329,1,0,0,0,1
1.0,1,29.881137667304014,0,0,3.3160025355989236,0,1,0,0,1
0.0,3,28.0,0,0,3.1580636854714434,0,1,0,0,1
1.0,3,26.0,0,0,4.05171190165724,0,1,0,0,1
1.0,3,29.0,0,0,2.169053700369523,0,1,0,1,0
0.0,3,29.881137667304014,0,0,2.2027647577118348,0,1,0,0,1
1.0,1,36.0,0,0,3.3064287218760624,0,1,0,0,1
1.0,1,54.0,1,0,4.100989104940769,1,0,1,0,0
0.0,3,24.0,0,0,2.139571923732859,0,1,0,0,1
0.0,1,47.0,0,0,3.5559421706858756,0,1,0,0,1
1.0,2,34.0,0,0,2.4423470353692043,1,0,0,0,1
0.0,3,29.881137667304014,0,0,3.224857896545748,0,1,0,1,0
1.0,2,36.0,1,0,3.295836866004329,1,0,0,0,1
0.0,3,32.0,0,0,2.1855792552411137,0,1,0,0,1
1.0,1,30.0,0,0,4.548599834499697,1,0,0,0,1
0.0,3,22.0,0,0,2.1855792552411137,0,1,0,0,1
0.0,3,29.881137667304014,0,0,2.1071782966514356,0,1,1,0,0
1.0,1,44.0,0,1,4.077184839375167,1,0,1,0,0
0.0,3,29.881137667304014,0,0,2.1076888046179385,0,1,1,0,0
0.0,3,40.5,0,0,2.169053700369523,0,1,0,1,0
1.0,2,50.0,0,0,2.4423470353692043,1,0,0,0,1
0.0,1,29.881137667304014,0,0,5.406181146423973,0,1,0,0,1
0.0,3,39.0,0,0,2.188856327665703,0,1,0,0,1
0.0,2,23.0,2,1,2.5257286443082556,0,1,0,0,1
1.0,2,2.0,1,1,3.295836866004329,1,0,0,0,1
0.0,3,29.881137667304014,0,0,2.1076888046179385,0,1,1,0,0
0.0,3,17.0,1,1,2.1076888046179385,0,1,1,0,0
1.0,3,29.881137667304014,0,2,3.1509523813392697,1,0,1,0,0
0.0,3,30.0,0,0,2.2682524139135403,1,0,0,0,1
1.0,2,7.0,0,2,3.305053521109253,1,0,0,0,1
0.0,1,45.0,0,0,3.3160025355989236,0,1,0,0,1
1.0,1,30.0,0,0,4.676792929661059,1,0,1,0,0
0.0,3,29.881137667304014,0,0,2.740840023925201,0,1,0,0,1
1.0,1,22.0,0,2,3.9219733362813143,1,0,1,0,0
1.0,1,36.0,0,2,4.276666119016055,1,0,0,0,1
0.0,3,9.0,4,2,3.4742929367327062,1,0,0,0,1
0.0,3,11.0,4,2,3.4742929367327062,1,0,0,0,1
1.0,2,32.0,1,0,3.295836866004329,0,1,0,0,1
0.0,1,50.0,1,0,4.676792929661059,0,1,1,0,0
0.0,1,64.0,0,0,3.295836866004329,0,1,0,0,1
1.0,2,19.0,1,0,3.295836866004329,1,0,0,0,1
1.0,2,29.881137667304014,0,0,2.6988412620169004,0,1,1,0,0
0.0,3,33.0,1,1,3.0692150503137943,0,1,0,0,1
1.0,2,8.0,1,1,3.6309854756950335,0,1,0,0,1
1.0,1,17.0,0,2,4.717456363787216,0,1,1,0,0
0.0,2,27.0,0,0,3.295836866004329,0,1,0,0,1
0.0,3,29.881137667304014,0,0,2.17806441028492,0,1,0,1,0
1.0,3,22.0,0,0,2.1071782966514356,0,1,1,0,0
1.0,3,22.0,0,0,2.1719067693519296,1,0,0,0,1
0.0,1,62.0,0,0,3.3160025355989236,0,1,0,0,1
1.0,1,48.0,1,0,3.703768066607687,1,0,1,0,0
0.0,1,29.881137667304014,0,0,5.4316456135398825,0,1,1,0,0
1.0,1,39.0,1,1,4.390118804571218,1,0,0,0,1
1.0,3,36.0,1,0,2.91235066461494,1,0,0,0,1
0.0,3,29.881137667304014,0,0,2.169053700369523,0,1,0,1,0
0.0,3,40.0,0,0,2.1855792552411137,0,1,0,0,1
0.0,2,28.0,0,0,2.6741486494265287,0,1,0,0,1
0.0,3,29.881137667304014,0,0,2.2027647577118348,0,1,0,0,1
0.0,3,29.881137667304014,0,0,2.2027647577118348,1,0,0,0,1
0.0,3,24.0,2,0,3.224857896545748,0,1,0,0,1
0.0,3,19.0,0,0,2.1855792552411137,0,1,0,0,1
0.0,3,29.0,0,4,3.0944457464900235,1,0,0,0,1
0.0,3,29.881137667304014,0,0,2.1076888046179385,0,1,1,0,0
1.0,3,32.0,0,0,2.180891922715322,0,1,0,0,1
1.0,2,62.0,0,0,2.4423470353692043,0,1,0,0,1
1.0,1,53.0,2,0,3.960416900617205,1,0,0,0,1
1.0,1,36.0,0,0,3.3100867049215847,0,1,0,0,1
1.0,3,29.881137667304014,0,0,2.169053700369523,1,0,0,1,0
0.0,3,16.0,0,0,2.2027647577118348,0,1,0,0,1
0.0,3,19.0,0,0,2.740840023925201,0,1,0,0,1
1.0,2,34.0,0,0,2.6390573296152584,1,0,0,0,1
1.0,1,39.0,1,0,4.041295341132285,1,0,0,0,1
0.0,3,29.881137667304014,1,0,2.738146075922933,1,0,1,0,0
1.0,3,32.0,0,0,2.188856327665703,0,1,0,0,1
1.0,2,25.0,1,1,3.4339872044851463,1,0,0,0,1
1.0,1,39.0,1,1,4.717456363787216,1,0,1,0,0
0.0,2,54.0,0,0,3.295836866004329,0,1,0,0,1
0.0,1,36.0,0,0,3.716616209085536,0,1,1,0,0
0.0,3,29.881137667304014,0,0,2.2734137156937657,0,1,1,0,0
1.0,1,18.0,0,2,4.390118804571218,1,0,0,0,1
0.0,2,47.0,0,0,2.772588722239781,0,1,0,0,1
1.0,1,60.0,1,1,4.384523514872469,0,1,1,0,0
0.0,3,22.0,0,0,2.2027647577118348,0,1,0,0,1
0.0,3,29.881137667304014,0,0,2.2027647577118348,0,1,0,0,1
0.0,3,35.0,0,0,2.094945728215801,0,1,0,0,1
1.0,1,52.0,1,0,4.37281811610993,1,0,1,0,0
0.0,3,47.0,0,0,2.1102132003465894,0,1,0,0,1
0.0,3,29.881137667304014,0,2,2.169053700369523,1,0,0,1,0
0.0,2,37.0,1,0,3.295836866004329,0,1,0,0,1
0.0,3,36.0,1,1,3.224857896545748,0,1,0,0,1
1.0,2,29.881137667304014,0,0,3.5263605246161616,1,0,0,0,1
0.0,3,49.0,0,0,0.0,0,1,0,0,1
0.0,3,29.881137667304014,0,0,2.1071782966514356,0,1,1,0,0
1.0,1,49.0,1,0,4.0592215752427645,0,1,1,0,0
1.0,2,24.0,2,1,3.332204510175204,1,0,0,0,1
0.0,3,29.881137667304014,0,0,2.1855792552411137,0,1,0,0,1
0.0,1,29.881137667304014,0,0,3.770459441106359,0,1,0,0,1
0.0,3,44.0,0,0,2.2027647577118348,0,1,0,0,1
1.0,1,35.0,0,0,3.3160025355989236,0,1,1,0,0
0.0,3,36.0,1,0,2.806386101823072,0,1,0,0,1
0.0,3,30.0,0,0,2.1855792552411137,0,1,0,0,1
1.0,1,27.0,0,0,3.449987545831587,0,1,0,0,1
1.0,2,22.0,1,2,3.7513658711253766,1,0,1,0,0
1.0,1,40.0,0,0,5.039951348430309,1,0,0,0,1
0.0,3,39.0,1,5,3.4742929367327062,1,0,0,0,1
0.0,3,29.881137667304014,0,0,2.0856720914304723,0,1,0,0,1
1.0,3,29.881137667304014,1,0,2.803360380906535,1,0,0,1,0
0.0,3,29.881137667304014,0,0,2.169053700369523,0,1,0,1,0
0.0,3,35.0,0,0,2.2027647577118348,0,1,0,0,1
1.0,2,24.0,1,2,4.189654742026425,1,0,0,0,1
0.0,3,34.0,1,1,2.7343675094195836,0,1,0,0,1
0.0,3,26.0,1,0,2.8390784635086144,1,0,0,0,1
1.0,2,4.0,2,1,3.6888794541139363,1,0,0,0,1
0.0,2,26.0,0,0,2.4423470353692043,0,1,0,0,1
0.0,3,27.0,1,0,2.737880811060884,0,1,1,0,0
1.0,1,42.0,1,0,3.9806942251907276,0,1,0,0,1
1.0,3,20.0,1,1,2.817902613071225,0,1,1,0,0
0.0,3,21.0,0,0,2.180891922715322,0,1,0,0,1
0.0,3,21.0,0,0,2.8390784635086144,0,1,0,0,1
0.0,1,61.0,0,0,3.5061818266142577,0,1,0,0,1
0.0,2,57.0,0,0,2.5915163848462583,0,1,0,1,0
1.0,1,21.0,0,0,4.368919865004903,1,0,0,0,1
0.0,3,26.0,0,0,2.1855792552411137,0,1,0,0,1
0.0,3,29.881137667304014,0,0,2.167143305297764,0,1,0,1,0
1.0,1,80.0,0,0,3.4339872044851463,0,1,0,0,1
0.0,3,51.0,0,0,2.086193694502369,0,1,0,0,1
1.0,1,32.0,0,0,3.449987545831587,0,1,1,0,0
0.0,1,29.881137667304014,0,0,0.0,0,1,0,0,1
0.0,3,9.0,3,2,3.3638415951183864,1,0,0,0,1
1.0,2,28.0,0,0,2.6390573296152584,1,0,0,0,1
0.0,3,32.0,0,0,2.188856327665703,0,1,0,0,1
0.0,2,31.0,1,1,3.305053521109253,0,1,0,0,1
0.0,3,41.0,0,5,3.705920919968788,1,0,0,0,1
0.0,3,29.881137667304014,1,0,2.8390784635086144,0,1,0,0,1
0.0,3,20.0,0,0,2.180891922715322,0,1,0,0,1
1.0,1,24.0,0,0,4.252771798816619,1,0,1,0,0
0.0,3,2.0,3,2,3.3638415951183864,1,0,0,0,1
1.0,3,29.881137667304014,0,0,4.05171190165724,0,1,0,0,1
1.0,3,0.75,2,1,3.0085645861193133,1,0,1,0,0
1.0,1,48.0,1,0,4.353230991152628,0,1,1,0,0
0.0,3,19.0,0,0,2.1855792552411137,0,1,0,0,1
1.0,1,56.0,0,0,3.597312260588446,0,1,1,0,0
0.0,3,29.881137667304014,0,0,2.145931282948669,0,1,0,0,1
1.0,3,23.0,0,0,2.145931282948669,1,0,0,0,1
0.0,3,29.881137667304014,0,0,2.1855792552411137,0,1,0,0,1
1.0,2,18.0,0,1,3.1780538303479458,1,0,0,0,1
0.0,3,21.0,0,0,2.2442459824059346,0,1,0,0,1
1.0,3,29.881137667304014,0,0,2.17806441028492,1,0,0,1,0
0.0,3,18.0,0,0,2.0476928433652555,1,0,0,1,0
0.0,2,24.0,2,0,4.310799125385514,0,1,0,0,1
0.0,3,29.881137667304014,0,0,2.1855792552411137,0,1,0,0,1
0.0,3,32.0,1,1,2.803360380906535,1,0,0,1,0
0.0,2,23.0,0,0,2.6390573296152584,0,1,0,0,1
0.0,1,58.0,0,2,4.738607824217808,0,1,1,0,0
1.0,1,50.0,2,0,4.902678819257608,0,1,0,0,1
0.0,3,40.0,0,0,2.1071782966514356,0,1,1,0,0
0.0,1,47.0,0,0,3.2804411805263554,0,1,0,0,1
0.0,3,36.0,0,0,2.139571923732859,0,1,0,0,1
1.0,3,20.0,1,0,2.188856327665703,0,1,0,0,1
0.0,2,32.0,2,0,4.310799125385514,0,1,0,0,1
0.0,2,25.0,0,0,2.6390573296152584,0,1,0,0,1
0.0,3,29.881137667304014,0,0,2.1719067693519296,0,1,0,0,1
0.0,3,43.0,0,0,2.2027647577118348,0,1,0,0,1
1.0,1,29.881137667304014,1,0,3.970291913552122,1,0,0,0,1
1.0,2,40.0,1,1,3.6888794541139363,1,0,0,0,1
0.0,1,31.0,1,0,3.970291913552122,0,1,0,0,1
0.0,2,70.0,0,0,2.4423470353692043,0,1,0,0,1
1.0,2,31.0,0,0,2.6390573296152584,0,1,0,0,1
0.0,2,29.881137667304014,0,0,0.0,0,1,0,0,1
0.0,3,18.0,0,0,2.1719067693519296,0,1,0,0,1
0.0,3,24.5,0,0,2.2027647577118348,0,1,0,0,1
1.0,3,18.0,0,0,2.3833998102837652,1,0,0,0,1
0.0,3,43.0,1,6,3.8691155044168695,1,0,0,0,1
1.0,1,36.0,0,1,6.240917354759096,0,1,1,0,0
0.0,3,29.881137667304014,0,0,2.212386825075897,1,0,0,1,0
1.0,1,27.0,0,0,4.353230991152628,0,1,1,0,0
0.0,3,20.0,0,0,2.3248357019288655,0,1,0,0,1
0.0,3,14.0,5,2,3.8691155044168695,0,1,0,0,1
0.0,2,60.0,1,1,3.6888794541139363,0,1,0,0,1
0.0,2,25.0,1,2,3.7513658711253766,0,1,1,0,0
0.0,3,14.0,4,1,3.705920919968788,0,1,0,0,1
0.0,3,19.0,0,0,2.4133032309283076,0,1,0,0,1
0.0,3,18.0,0,0,2.174274334826008,0,1,0,0,1
1.0,1,15.0,0,1,5.35817698994543,1,0,0,0,1
1.0,1,31.0,1,0,4.060443010546419,0,1,0,0,1
1.0,3,4.0,0,1,2.668387256845834,1,0,1,0,0
1.0,3,29.881137667304014,0,0,4.05171190165724,0,1,0,0,1
0.0,3,25.0,0,0,2.1071782966514356,0,1,1,0,0
0.0,1,60.0,0,0,3.3160025355989236,0,1,0,0,1
0.0,2,52.0,0,0,2.6741486494265287,0,1,0,0,1
0.0,3,44.0,0,0,2.2027647577118348,0,1,0,0,1
1.0,3,29.881137667304014,0,0,2.167143305297764,1,0,0,1,0
0.0,1,49.0,1,1,4.717456363787216,0,1,1,0,0
0.0,3,42.0,0,0,2.157559320943788,0,1,0,0,1
1.0,1,18.0,1,0,5.4316456135398825,1,0,1,0,0
1.0,1,35.0,0,0,3.3064287218760624,0,1,0,0,1
0.0,3,18.0,0,1,2.737880811060884,1,0,1,0,0
0.0,3,25.0,0,0,2.1681046787623672,0,1,0,1,0
0.0,3,26.0,1,0,2.180891922715322,0,1,0,0,1
0.0,2,39.0,0,0,3.295836866004329,0,1,0,0,1
1.0,2,45.0,0,0,2.6741486494265287,1,0,0,0,1
1.0,1,42.0,0,0,3.3064287218760624,0,1,0,0,1
1.0,1,22.0,0,0,5.027492411162679,1,0,0,0,1
1.0,3,29.881137667304014,1,1,2.7878344138303452,0,1,1,0,0
1.0,1,24.0,0,0,3.922056501139853,1,0,1,0,0
0.0,1,29.881137667304014,0,0,3.3160025355989236,0,1,0,0,1
1.0,1,48.0,1,0,3.970291913552122,0,1,0,0,1
0.0,3,29.0,0,0,2.3497835148230464,0,1,0,0,1
0.0,2,52.0,0,0,2.6390573296152584,0,1,0,0,1
0.0,3,19.0,0,0,2.157559320943788,0,1,0,0,1
1.0,1,38.0,0,0,5.4316456135398825,1,0,1,0,0
1.0,2,27.0,0,0,2.4423470353692043,1,0,0,0,1
0.0,3,29.881137667304014,0,0,2.803360380906535,0,1,0,1,0
0.0,3,33.0,0,0,2.1719067693519296,0,1,0,0,1
1.0,2,6.0,0,1,3.5263605246161616,1,0,0,0,1
0.0,3,17.0,1,0,2.086193694502369,0,1,0,0,1
0.0,2,34.0,0,0,2.6390573296152584,0,1,0,0,1
0.0,2,50.0,0,0,2.6390573296152584,0,1,0,0,1
1.0,1,27.0,1,0,3.9908341858524357,0,1,0,0,1
0.0,3,20.0,0,0,2.2682524139135403,0,1,0,0,1
1.0,2,30.0,3,0,3.091042453358316,1,0,0,0,1
1.0,3,29.881137667304014,0,0,2.1676241075599285,1,0,0,1,0
0.0,2,25.0,1,0,3.295836866004329,0,1,0,0,1
0.0,3,25.0,1,0,2.188856327665703,1,0,0,0,1
1.0,1,29.0,0,0,5.35817698994543,1,0,0,0,1
0.0,3,11.0,0,0,2.9850504252071306,0,1,1,0,0
0.0,2,29.881137667304014,0,0,0.0,0,1,0,0,1
0.0,2,23.0,0,0,2.6390573296152584,0,1,0,0,1
0.0,2,23.0,0,0,2.6390573296152584,0,1,0,0,1
0.0,3,28.5,0,0,2.8390784635086144,0,1,0,0,1
0.0,3,48.0,1,3,3.5660053559634015,1,0,0,0,1
1.0,1,35.0,0,0,6.240917354759096,0,1,1,0,0
0.0,3,29.881137667304014,0,0,2.1855792552411137,0,1,0,0,1
0.0,3,29.881137667304014,0,0,2.1855792552411137,0,1,0,0,1
1.0,1,29.881137667304014,0,0,3.4339872044851463,0,1,0,0,1
0.0,1,36.0,1,0,4.380149874661021,0,1,0,0,1
1.0,1,21.0,2,2,5.5735788721243535,1,0,1,0,0
0.0,3,24.0,1,0,2.8390784635086144,0,1,0,0,1
1.0,3,31.0,0,0,2.188856327665703,0,1,0,0,1
0.0,1,70.0,1,1,4.276666119016055,0,1,0,0,1
0.0,3,16.0,1,1,3.056356895370426,0,1,0,0,1
1.0,2,30.0,0,0,2.6390573296152584,1,0,0,0,1
0.0,1,19.0,1,0,3.9908341858524357,0,1,0,0,1
0.0,3,31.0,0,0,2.169053700369523,0,1,0,1,0
1.0,2,4.0,1,1,3.1780538303479458,1,0,0,0,1
1.0,3,6.0,0,1,2.600836116795061,0,1,0,0,1
0.0,3,33.0,0,0,2.3513752571634776,0,1,0,0,1
0.0,3,23.0,0,0,2.1855792552411137,0,1,0,0,1
1.0,2,48.0,1,2,4.189654742026425,1,0,0,0,1
1.0,2,0.67,1,1,2.740840023925201,0,1,0,0,1
0.0,3,28.0,0,0,2.174274334826008,0,1,0,0,1
0.0,2,18.0,0,0,2.5257286443082556,0,1,0,0,1
0.0,3,34.0,0,0,2.2027647577118348,0,1,0,0,1
1.0,1,33.0,0,0,4.471638793363569,1,0,0,0,1
0.0,3,29.881137667304014,0,0,2.740840023925201,0,1,0,0,1
0.0,3,41.0,0,0,2.094945728215801,0,1,0,0,1
1.0,3,20.0,0,0,2.1076888046179385,0,1,1,0,0
1.0,1,36.0,1,2,4.795790545596741,1,0,0,0,1
0.0,3,16.0,0,0,2.1719067693519296,0,1,0,0,1
1.0,1,51.0,1,0,4.368919865004903,1,0,0,0,1
0.0,1,29.881137667304014,0,0,3.703768066607687,0,1,1,0,0
0.0,3,30.5,0,0,2.169053700369523,1,0,0,1,0
0.0,3,29.881137667304014,1,0,3.224857896545748,0,1,0,1,0
0.0,3,32.0,0,0,2.236712348843338,0,1,0,0,1
0.0,3,24.0,0,0,2.3513752571634776,0,1,0,0,1
0.0,3,48.0,0,0,2.180891922715322,0,1,0,0,1
0.0,2,57.0,0,0,2.4423470353692043,1,0,0,0,1
0.0,3,29.881137667304014,0,0,2.1071782966514356,0,1,1,0,0
1.0,2,54.0,1,3,3.1780538303479458,1,0,0,0,1
0.0,3,18.0,0,0,2.169053700369523,0,1,0,0,1
0.0,3,29.881137667304014,0,0,2.169053700369523,0,1,0,1,0
1.0,3,5.0,0,0,2.600836116795061,1,0,0,0,1
0.0,3,29.881137667304014,0,0,2.1676241075599285,0,1,0,1,0
1.0,1,43.0,0,1,5.35817698994543,1,0,0,0,1
1.0,3,13.0,0,0,2.1076888046179385,1,0,1,0,0
1.0,1,17.0,1,0,4.060443010546419,1,0,0,0,1
0.0,1,29.0,0,0,3.4339872044851463,0,1,0,0,1
0.0,3,29.881137667304014,1,2,3.196630215920881,0,1,0,0,1
0.0,3,25.0,0,0,2.0856720914304723,0,1,0,0,1
0.0,3,25.0,0,0,2.1102132003465894,0,1,0,0,1
1.0,3,18.0,0,0,2.139571923732859,1,0,0,0,1
0.0,3,8.0,4,1,3.405355391810819,0,1,0,1,0
1.0,3,1.0,1,2,3.0715352369694915,0,1,0,0,1
0.0,1,46.0,0,0,4.384523514872469,0,1,1,0,0
0.0,3,29.881137667304014,0,0,2.169053700369523,0,1,0,1,0
0.0,2,16.0,0,0,3.295836866004329,0,1,0,0,1
0.0,3,29.881137667304014,8,2,4.256321678298823,1,0,0,0,1
0.0,1,29.881137667304014,0,0,3.4561841799918147,0,1,1,0,0
0.0,3,25.0,0,0,2.1855792552411137,0,1,0,0,1
0.0,2,39.0,0,0,2.6390573296152584,0,1,0,0,1
1.0,1,49.0,0,0,3.2932111997353943,1,0,0,0,1
1.0,3,31.0,0,0,2.270402752283094,1,0,0,0,1
0.0,3,30.0,0,0,2.1076888046179385,0,1,1,0,0
0.0,3,30.0,1,1,3.224857896545748,1,0,0,0,1
0.0,2,34.0,0,0,2.6390573296152584,0,1,0,0,1
1.0,2,31.0,1,1,3.305053521109253,1,0,0,0,1
1.0,1,11.0,1,2,4.795790545596741,0,1,0,0,1
1.0,3,0.42,0,1,2.2530481500547457,0,1,1,0,0
1.0,3,27.0,0,0,2.076311648670908,0,1,0,0,1
0.0,3,31.0,0,0,2.1719067693519296,0,1,0,0,1
0.0,1,39.0,0,0,0.0,0,1,0,0,1
0.0,3,18.0,0,0,2.1719067693519296,1,0,0,0,1
0.0,2,39.0,0,0,2.6390573296152584,0,1,0,0,1
1.0,1,33.0,1,0,3.9908341858524357,1,0,0,0,1
0.0,3,26.0,0,0,2.184645795129359,0,1,0,0,1
0.0,3,39.0,0,0,3.224857896545748,0,1,0,0,1
0.0,2,35.0,0,0,2.4423470353692043,0,1,0,0,1
0.0,3,6.0,4,2,3.4742929367327062,1,0,0,0,1
0.0,3,30.5,0,0,2.2027647577118348,0,1,0,0,1
0.0,1,29.881137667304014,0,0,0.0,0,1,0,0,1
0.0,3,23.0,0,0,2.188856327665703,1,0,0,0,1
0.0,2,31.0,1,1,3.637696679934592,0,1,1,0,0
0.0,3,43.0,0,0,2.0082140323914683,0,1,0,0,1
0.0,3,10.0,3,2,3.3638415951183864,0,1,0,0,1
1.0,1,52.0,1,1,4.548599834499697,1,0,0,0,1
1.0,3,27.0,0,0,2.2682524139135403,0,1,0,0,1
0.0,1,38.0,0,0,0.0,0,1,0,0,1
1.0,3,27.0,0,1,2.600836116795061,1,0,0,0,1
0.0,3,2.0,4,1,3.705920919968788,0,1,0,0,1
0.0,3,29.881137667304014,0,0,2.0731719286662407,0,1,0,1,0
0.0,3,29.881137667304014,0,0,4.05171190165724,0,1,0,0,1
1.0,2,1.0,0,2,3.637696679934592,0,1,1,0,0
1.0,3,29.881137667304014,0,0,2.169053700369523,0,1,0,1,0
1.0,1,62.0,0,0,4.394449154672439,1,0,0,0,1
1.0,3,15.0,1,0,2.737880811060884,1,0,1,0,0
1.0,2,0.83,1,1,2.9831534913471307,0,1,0,0,1
0.0,3,29.881137667304014,0,0,2.1076888046179385,0,1,1,0,0
0.0,3,23.0,0,0,2.180891922715322,0,1,0,0,1
0.0,3,18.0,0,0,2.2300144001592104,0,1,0,0,1
1.0,1,39.0,1,1,4.432699549165613,1,0,1,0,0
0.0,3,21.0,0,0,2.2682524139135403,0,1,0,0,1
